+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                     ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|nios|cpu|the_platform_designer_block_nios_cpu_nios2_oci|the_platform_designer_block_nios_cpu_nios2_oci_itrace                                                                          ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|the_platform_designer_block_nios_cpu_nios2_oci|the_platform_designer_block_nios_cpu_nios2_oci_dbrk                                                                            ; 86    ; 0              ; 0            ; 0              ; 90     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|the_platform_designer_block_nios_cpu_nios2_oci|the_platform_designer_block_nios_cpu_nios2_oci_xbrk                                                                            ; 52    ; 5              ; 49           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|the_platform_designer_block_nios_cpu_nios2_oci|the_platform_designer_block_nios_cpu_nios2_oci_break                                                                           ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|the_platform_designer_block_nios_cpu_nios2_oci|the_platform_designer_block_nios_cpu_nios2_oci_debug                                                                           ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|the_platform_designer_block_nios_cpu_nios2_oci                                                                                                                                ; 152   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|platform_designer_block_nios_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                                ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|platform_designer_block_nios_cpu_register_bank_b                                                                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|platform_designer_block_nios_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                                ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|platform_designer_block_nios_cpu_register_bank_a                                                                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu|the_platform_designer_block_nios_cpu_test_bench                                                                                                                               ; 282   ; 3              ; 248          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios|cpu                                                                                                                                                                               ; 149   ; 1              ; 30           ; 1              ; 107    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios                                                                                                                                                                                   ; 149   ; 0              ; 0            ; 0              ; 105    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                                            ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                                                      ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                                           ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                            ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                                        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo                                                                                                   ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_r|rfifo|auto_generated                                                                                                          ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_r                                                                                                                               ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                                            ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                                                      ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                                                           ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                            ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                                                        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo                                                                                                   ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_w|wfifo|auto_generated                                                                                                          ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart|the_platform_designer_block_jtag_uart_scfifo_w                                                                                                                               ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart                                                                                                                                                                              ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|result_buffer|src_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|result_buffer|src_fifo|auto_generated|dpfifo|usedw_counter                                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|result_buffer|src_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|result_buffer|src_fifo|auto_generated|dpfifo|three_comparison                                                                                                              ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|result_buffer|src_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                          ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|result_buffer|src_fifo|auto_generated|dpfifo|FIFOram                                                                                                                       ; 36    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|result_buffer|src_fifo|auto_generated|dpfifo                                                                                                                               ; 20    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|result_buffer|src_fifo|auto_generated                                                                                                                                      ; 20    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|result_buffer                                                                                                                                                              ; 20    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|adder|zc                                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|adder                                                                                                                                                                      ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|dest_buffer|src_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|dest_buffer|src_fifo|auto_generated|dpfifo|usedw_counter                                                                                                                   ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|dest_buffer|src_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|dest_buffer|src_fifo|auto_generated|dpfifo|three_comparison                                                                                                                ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|dest_buffer|src_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                            ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|dest_buffer|src_fifo|auto_generated|dpfifo|FIFOram                                                                                                                         ; 36    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|dest_buffer|src_fifo|auto_generated|dpfifo                                                                                                                                 ; 20    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|dest_buffer|src_fifo|auto_generated                                                                                                                                        ; 20    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|dest_buffer                                                                                                                                                                ; 20    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderc|zc                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderc                                                                                                                                         ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderc|zc                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderc                                                                                                                                  ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderb|adderc|zc                                                                                                                        ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderb|adderc                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderb|adderb|addera|zc                                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderb|adderb|addera                                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderb|adderb                                                                                                                           ; 35    ; 2              ; 0            ; 2              ; 17     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderb|addera|addera|zc                                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderb|addera|addera                                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderb|addera                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|adderb                                                                                                                                  ; 67    ; 2              ; 0            ; 2              ; 17     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|addera|adderc|zc                                                                                                                        ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|addera|adderc                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|addera|adderb|addera|zc                                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|addera|adderb|addera                                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|addera|adderb                                                                                                                           ; 35    ; 2              ; 0            ; 2              ; 17     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|addera|addera|addera|zc                                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|addera|addera|addera                                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|addera|addera                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb|addera                                                                                                                                  ; 67    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|adderb                                                                                                                                         ; 131   ; 2              ; 0            ; 2              ; 17     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderc|zc                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderc                                                                                                                                  ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderb|adderc|zc                                                                                                                        ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderb|adderc                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderb|adderb|addera|zc                                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderb|adderb|addera                                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderb|adderb                                                                                                                           ; 35    ; 2              ; 0            ; 2              ; 17     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderb|addera|addera|zc                                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderb|addera|addera                                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderb|addera                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|adderb                                                                                                                                  ; 67    ; 2              ; 0            ; 2              ; 17     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|addera|adderc|zc                                                                                                                        ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|addera|adderc                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|addera|adderb|addera|zc                                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|addera|adderb|addera                                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|addera|adderb                                                                                                                           ; 35    ; 2              ; 0            ; 2              ; 17     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|addera|addera|addera|zc                                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|addera|addera|addera                                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|addera|addera                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera|addera                                                                                                                                  ; 67    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree|addera                                                                                                                                         ; 131   ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|adder_tree                                                                                                                                                ; 259   ; 112            ; 0            ; 112            ; 17     ; 112             ; 112           ; 112             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[8].mlt|multiply|auto_generated                                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[8].mlt                                                                                                                                                 ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[7].mlt|multiply|auto_generated                                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[7].mlt                                                                                                                                                 ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[6].mlt|multiply|auto_generated                                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[6].mlt                                                                                                                                                 ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[5].mlt|multiply|auto_generated                                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[5].mlt                                                                                                                                                 ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[4].mlt|multiply|auto_generated                                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[4].mlt                                                                                                                                                 ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[3].mlt|multiply|auto_generated                                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[3].mlt                                                                                                                                                 ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[2].mlt|multiply|auto_generated                                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[2].mlt                                                                                                                                                 ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[1].mlt|multiply|auto_generated                                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[1].mlt                                                                                                                                                 ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[0].mlt|multiply|auto_generated                                                                                                                         ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1|mx[0].mlt                                                                                                                                                 ; 35    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution|sop1                                                                                                                                                           ; 291   ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution|convolution                                                                                                                                                                ; 40    ; 0              ; 1            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|convolution                                                                                                                                                                            ; 58    ; 2              ; 0            ; 2              ; 95     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0                                                                                                                                                                                        ; 2     ; 1              ; 0            ; 1              ; 0      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
